	company_name	industry_name	industryID	first_date	first_employees_on_platform	first_followers_count	last_date	last_employees_on_platform	last_followers_count	slope1	r_value1	slope2	r_value2	z-score1	z-score2	industry_total
4810	Nordson Corporation	Unknown	75	2016-03-30 00:00:00	1569	9457	2018-07-17 00:00:00	2083	15903	212.20402598870567	0.9960512869670145	1.6856836789795895e-06	0.02490383367070408	-0.5243142930467745	-0.09607996178718253	65
4827	Flex	Unknown	75	2016-04-02 00:00:00	28285	216375	2018-07-17 00:00:00	43541	300934	2845.4404924746436	0.9982475296806917	-3.7780863267205472e-06	-0.1325225771743202	1.2109289272761123	-0.09897817196748922	65
4974	Eversource Energy	Unknown	75	2016-03-30 00:00:00	3845	11885	2018-07-17 00:00:00	5329	17911	216.19239134811875	0.9997137365237061	-7.729923772182855e-06	-0.17159309248503668	-0.5216860505633608	-0.10107439042167145	65
153	Telsmith	Machinery	39	2016-12-06 00:00:00	101	1239	2018-07-17 00:00:00	116	2131	43.23196642596027	0.9849689566128913	3.0141756947459812e-05	0.14417244860021683	-0.3189620347899474	-0.03747788786187536	65
195	NTech Industries, Inc.	Machinery	39	2017-11-01 00:00:00	1	9	2018-03-23 00:00:00	1	9	0.0	0.0	0.0	0.0	-0.3581591464264715	-0.12925961142628342	65
277	CNH Industrial	Machinery	39	2016-08-24 00:00:00	19448	129670	2018-07-17 00:00:00	26902	185262	2303.2552391440418	0.9965192258651809	2.6497121929459757e-06	0.06153642108763539	1.7301324627640267	-0.12119123132348704	65
329	Art's Way Manufacturing Co., Inc.	Machinery	39	2016-12-08 00:00:00	19	78	2018-07-17 00:00:00	22	136	2.5197978575191886	0.9888564259893597	-6.0464662160587296e-05	-0.09905660709862543	-0.3558745221984294	-0.31337465546674154	65
350	H&E Equipment Services, Inc.	Machinery	39	2017-01-26 00:00:00	996	6124	2018-07-17 00:00:00	1386	9097	168.23706865124635	0.9921373810082942	2.096650357880018e-05	0.18503061661236214	-0.20562370317713044	-0.06541655679161376	65
540	Rexnord Power Transmission	Machinery	39	2016-12-30 00:00:00	1973	12797	2018-02-28 00:00:00	1743	15008	140.70599828052335	0.9874072200550553	-3.0540564999269866e-05	-0.3109116729686655	-0.2305852889667193	-0.22225570648304654	65
654	Tennant Company	Machinery	39	2016-10-18 00:00:00	1828	14045	2018-07-17 00:00:00	2096	24639	517.9906565023751	0.9867042153898491	2.2787729777243248e-05	0.24136471094718515	0.1114872580315013	-0.059870918566704436	65
710	Lindsay Corporation	Machinery	39	2016-12-17 00:00:00	324	3205	2018-07-17 00:00:00	428	4583	72.37353491879182	0.9965849585089611	5.090786681717373e-06	0.05160872696695178	-0.2925402592402926	-0.11375815353976393	65
976	Kennametal	Machinery	39	2016-12-16 00:00:00	5380	28499	2018-07-17 00:00:00	5642	39623	555.5611490086166	0.9911818862650181	2.0771664321937963e-05	0.3324566723433196	0.14555128312109397	-0.06600984280490071	65
1055	The Manitowoc Company	Machinery	39	2016-08-02 00:00:00	1778	27813	2018-07-17 00:00:00	1648	34359	265.8033187353332	0.9939027301451646	7.5624331544705475e-06	0.24864404152213984	-0.11716334588451065	-0.10623198399010554	65
1156	Graco	Machinery	39	2017-05-27 00:00:00	2720	16057	2018-07-17 00:00:00	3146	19374	238.11364649598167	0.994094155676433	1.68088206830636e-05	0.23762069190429397	-0.14226873117396824	-0.07807671136953466	65
1187	Ritchie Bros. Auctioneers	Machinery	39	2016-09-15 00:00:00	1403	23115	2016-09-28 00:00:00	1405	23310	472.4835164827581	0.9919713591544218	0.0007913395477001276	0.29786009321255347	0.07022731556132147	2.2803712451690794	65
1189	IDEX Corporation	Machinery	39	2015-09-20 00:00:00	1132	8618	2018-07-17 00:00:00	1448	15407	183.97667876122134	0.995547538237626	-1.3962699757836304e-05	-0.2825694418796264	-0.1913530764719435	-0.17177606631046224	65
1207	Nordson Polymer Processing Systems	Machinery	39	2017-10-31 00:00:00	33	312	2018-02-17 00:00:00	33	312	0.0	0.0	0.0	0.0	-0.3581591464264715	-0.12925961142628342	65
1232	John Deere	Machinery	39	2015-09-17 00:00:00	23956	180106	2018-07-17 00:00:00	35464	357921	4751.773732274172	0.9898949200777609	5.1822271067809e-06	0.1515356060676145	3.9501298548253763	-0.1134797172219865	65
1233	Altra Industrial Motion	Machinery	39	2016-12-02 00:00:00	473	2709	2018-07-17 00:00:00	653	4117	68.92095911310345	0.9903482696091427	9.491603961616563e-06	0.07560860229733407	-0.29567060491912955	-0.10035765416790443	65
1240	The Middleby Corporation	Machinery	39	2015-09-19 00:00:00	293	2357	2018-07-17 00:00:00	308	3857	43.0544699758966	0.9945448278946538	-1.5775657589628364e-05	-0.27742737445659194	-0.31912296543325147	-0.17729652733871332	65
1250	KPI-JCI and Astec Mobile Screens	Machinery	39	2016-12-06 00:00:00	43	995	2018-07-17 00:00:00	55	1349	16.806430374390743	0.976713661033743	2.081911466196021e-05	0.1334784732673987	-0.34292126617125174	-0.06586535640357546	65
1252	Valmont Industries, Inc.	Machinery	39	2016-12-20 00:00:00	2040	9297	2018-07-17 00:00:00	2388	17571	466.9038125873177	0.9692884016771285	4.8919394353229444e-05	0.09239798422522878	0.06516836741324478	0.019700063926840115	65
1291	Manitex International	Machinery	39	2017-01-05 00:00:00	38	610	2018-07-17 00:00:00	45	799	9.511442862511187	0.954901023683795	1.830261703377856e-05	0.08568201479059476	-0.3495354099063026	-0.07352809783111927	65
1396	Douglas Dynamics, Inc.	Machinery	39	2017-11-01 00:00:00	196	1275	2018-02-17 00:00:00	196	1279	0.09451717560637833	0.21880357438997314	-7.223059462508377e-05	-0.20804040574405377	-0.3580734505724521	-0.3492019485743159	65
1619	Watts Water Technologies	Machinery	39	2016-12-21 00:00:00	1119	11168	2018-07-17 00:00:00	1341	19184	478.75480097490106	0.9872897126456348	1.187103182472736e-05	0.065539795820347	0.07591329884325058	-0.09311229050996775	65
1706	ITW	Machinery	39	2015-09-17 00:00:00	3248	24185	2018-07-17 00:00:00	5322	43930	529.0393133136774	0.9978661402297911	-1.2579246786161533e-05	-0.2627696709484914	0.1215047397763567	-0.16756344863087758	65
1782	AAON, Inc.	Machinery	39	2017-03-10 00:00:00	350	1803	2018-07-17 00:00:00	454	2585	49.77855203259043	0.9917365830133835	1.034818243344919e-05	0.05483918942539826	-0.3130264443443771	-0.09774937062789694	65
1803	Terex Corporation	Machinery	39	2016-08-02 00:00:00	4830	57532	2018-07-17 00:00:00	6556	77523	808.2955982810213	0.9993941554860736	-2.607147438918077e-06	-0.07459357066567866	0.3746979364312518	-0.13719838174904656	65
1828	Jacobsen, A Textron Company	Machinery	39	2017-11-01 00:00:00	201	3579	2018-02-17 00:00:00	199	3580	0.02486546228678432	0.225582954857917	-6.556773574985328e-06	-0.2074181038681432	-0.35813660166661615	-0.14922500298533237	65
1992	ALLTEC GmbH | FOBA Laser Marking + Engraving	Machinery	39	2017-06-07 00:00:00	80	680	2018-07-17 00:00:00	89	873	15.7119543297134	0.9914057516917159	-1.205122449424874e-06	-0.003920569854427722	-0.3439135943777466	-0.1329292122298191	65
2011	Nordson Adhesive Dispensing Systems	Machinery	39	2017-10-31 00:00:00	104	1178	2018-03-09 00:00:00	109	1301	3.0902185771763095	0.24939136629140765	0.0024870872579795117	0.23211401989269445	-0.3553573390472424	7.443927166979959	65
2076	Colfax Fluid Handling	Machinery	39	2016-09-12 00:00:00	650	9171	2018-07-17 00:00:00	566	12386	162.88545685446124	0.9838323350675048	-2.7347839682543458e-05	-0.3139721926766355	-0.2104758471431741	-0.21253385009134187	65
2150	Gencor Industries, Inc.	Machinery	39	2017-01-17 00:00:00	99	900	2018-07-17 00:00:00	177	1134	12.916431227988529	0.9991163795392218	-6.148056201293038e-06	-0.04550563471449097	-0.3464482103149711	-0.14798045758362982	65
2206	AAON	Machinery	39	2016-11-25 00:00:00	338	1705	2017-03-09 00:00:00	350	1801	27.972527472528107	0.99278715042627	8.502193248306137e-05	0.11775657855458073	-0.33279730488326514	0.1296323807583241	65
2403	Valmont Industries	Machinery	39	2016-09-15 00:00:00	1911	8898	2016-12-19 00:00:00	2040	9291	122.84395342738071	0.998119289419639	2.2608544616888745e-05	0.05095424983085889	-0.24678026282626614	-0.06041653781787045	65
2507	Kadant Inc.	Machinery	39	2016-11-23 00:00:00	383	2410	2017-07-18 00:00:00	383	2753	43.71184907725308	0.9988680392685398	8.925362633063879e-06	0.032104396590474975	-0.3185269397570307	-0.10208186039710851	65
2509	WESTERN Snow Plows	Machinery	39	2017-07-15 00:00:00	17	505	2018-07-17 00:00:00	17	585	7.180814862927254	0.9918399460869614	-8.113782589056589e-06	-0.02718475400617454	-0.3516485195664739	-0.15396609923814464	65
2546	FISHER Snow Plows	Machinery	39	2017-07-15 00:00:00	31	917	2018-07-17 00:00:00	34	963	3.9741103870635643	0.9926201170389561	1.0222597431056798e-06	0.006694223556933095	-0.3545559411740715	-0.12614682801036328	65
2606	Columbus McKinnon	Machinery	39	2016-12-28 00:00:00	718	4813	2018-07-17 00:00:00	854	6171	70.1063171994233	0.9985739330163846	-1.8020288761681132e-06	-0.024744500095159862	-0.2945958767242345	-0.13474679375795176	65
2642	ITT Bornemann	Machinery	39	2016-09-15 00:00:00	72	775	2018-07-17 00:00:00	75	1257	20.33624517067223	0.9980260421382201	-6.448912336282393e-06	-0.03942161635130197	-0.3397208902442614	-0.1488965652498943	65
2774	AjaxTocco Magnethermic	Machinery	39	2017-02-22 00:00:00	182	944	2018-07-17 00:00:00	181	1063	7.090204248945971	0.9893735157527437	-1.2301466783472217e-06	-0.01010271051000728	-0.351730673459653	-0.133005411068041	65
2838	Ritchie Bros.	Machinery	39	2016-09-29 00:00:00	1404	23337	2018-07-17 00:00:00	1852	30834	321.50461184465695	0.9969011732248879	8.228940284958526e-07	0.016103578104735363	-0.0666606742550783	-0.1267538970985533	65
2908	SoLayTec	Machinery	39	2016-12-05 00:00:00	21	479	2018-07-17 00:00:00	22	513	1.8899530509383533	0.9793122923314003	2.1515030119832194e-06	0.015683471531446655	-0.3564455833653905	-0.12270827949702516	65
3197	Rexnord	Machinery	39	2016-12-23 00:00:00	1970	12743	2018-07-17 00:00:00	2031	15884	162.37167413164818	0.9983139639380263	-0.00048605716620599403	-0.15158480405279237	-0.21094167834188932	-1.609304870333385	65
3231	Federal Signal Corporation	Machinery	39	2017-11-01 00:00:00	701	4706	2018-02-17 00:00:00	695	4715	0.22378916058105897	0.22558295485791777	-4.487892767188395e-05	-0.20741810386814302	-0.35795624358777317	-0.2659160558607559	65
3306	Allmand Bros., Inc.	Machinery	39	2016-12-10 00:00:00	84	511	2018-07-17 00:00:00	104	650	7.250222880567263	0.992917168612093	-2.9826936626235432e-06	-0.015187686083624698	-0.3515855894237851	-0.13834192091797667	65
3390	Electro Scientific Industries, Inc.	Machinery	39	2016-11-19 00:00:00	1605	4221	2018-07-17 00:00:00	1620	4740	24.762780813767684	0.9985778959606267	1.0133277568516845e-07	0.001935855705392933	-0.33570748474574863	-0.1289510528766885	65
3403	ESAB	Machinery	39	2016-09-12 00:00:00	1422	14924	2018-07-17 00:00:00	1845	25881	509.57833340020545	0.9959275203188551	4.096878006119223e-06	0.04482836915748941	0.10386006003385821	-0.11678460788584027	65
3412	Dover Corporation	Machinery	39	2016-08-24 00:00:00	977	17304	2018-07-17 00:00:00	1776	30021	630.9088634081485	0.9921818970350688	-8.26639384215211e-06	-0.09302436482959758	0.21386676856017184	-0.15443080087676667	65
3429	Milacron	Machinery	39	2018-03-08 00:00:00	1419	13520	2018-07-17 00:00:00	1466	14892	339.4592049172207	0.9936927372769959	3.6613296257971934e-05	0.09760147451465764	-0.05038178973431682	-0.017772034846439903	65
3471	Hayter Mowers	Machinery	39	2017-11-01 00:00:00	22	110	2018-02-17 00:00:00	22	111	0.02486546228678433	0.22558295485791766	-0.00021333356931705434	-0.20741810386814272	-0.35813660166661615	-0.7788608513339815	65
3483	JBT Corporation	Machinery	39	2016-12-16 00:00:00	529	2449	2018-07-17 00:00:00	638	5596	177.61342315593305	0.9881097017313137	2.146953009711494e-05	0.09513591310339872	-0.19712244717034524	-0.06388483981406634	65
3570	Breaker Technology	Machinery	39	2016-12-06 00:00:00	50	566	2018-07-17 00:00:00	61	780	10.813017130647033	0.991430240361507	5.322898497550057e-06	0.026236018066366672	-0.34835531202713893	-0.11305137249332652	65
3751	AGCO Corporation	Machinery	39	2016-10-18 00:00:00	5170	88882	2018-07-17 00:00:00	7330	131728	1892.6207771126094	0.996478020931296	-5.88224112936299e-07	-0.00810057728007276	1.357822660996952	-0.1310507552876564	65
3766	Kadant	Machinery	39	2017-07-19 00:00:00	383	2755	2018-07-17 00:00:00	396	3967	113.08776394772725	0.9831553390701169	4.492583446966382e-05	0.16832535259251608	-0.2556259036748264	0.007539664322057973	65
3771	Lincoln Electric	Machinery	39	2016-09-06 00:00:00	2506	24352	2018-07-17 00:00:00	3557	35159	446.1174044059894	0.980669753235473	2.0997832180875106e-05	0.3254214835854986	0.0463219620941329	-0.06532116112173585	65
3837	Alamo Group Inc.	Machinery	39	2016-12-02 00:00:00	220	2197	2018-07-17 00:00:00	263	2779	29.735455440528607	0.9990967136569381	-1.2264330619227907e-06	-0.012641528114546169	-0.3311989116089918	-0.13299410309695342	65
3963	Caterpillar Inc.	Machinery	39	2015-09-17 00:00:00	36196	301670	2018-07-17 00:00:00	49601	559256	7337.2230204827	0.9996656732917456	-6.895343790771371e-06	-0.2021195777093989	6.294278242200763	-0.15025595011978715	65
4129	Twin Disc	Machinery	39	2017-04-04 00:00:00	354	2042	2018-07-17 00:00:00	386	2678	39.47943432986757	0.9923000177532892	2.9668959440703742e-05	0.1791823981305063	-0.32236434173201284	-0.03891755742535394	65
4193	JBT AeroTech	Machinery	39	2016-12-16 00:00:00	580	2552	2018-07-17 00:00:00	722	3633	58.69089712551605	0.9994540363040835	-8.776816954643188e-06	-0.08559187865268611	-0.304945891586063	-0.15598504050165649	65
4202	Peterson Pacific Corporation	Machinery	39	2016-12-06 00:00:00	78	363	2018-07-17 00:00:00	113	530	8.23957918665614	0.9982456502655671	-2.4501348640972264e-05	-0.09630901823784961	-0.3506885700933209	-0.20386627791360032	65
4228	Amana Refrigeration	Machinery	39	2017-11-01 00:00:00	7	12	2018-02-17 00:00:00	7	12	0.0	0.0	0.0	0.0	-0.3581591464264715	-0.12925961142628342	65
4326	Hurco Companies, Inc.	Machinery	39	2017-02-01 00:00:00	183	2667	2018-07-17 00:00:00	195	3468	42.980541039365164	0.9980970525965622	6.3502213149458925e-06	0.057912454457143846	-0.3191899945558651	-0.10992317200381989	65
4577	PR Hoffman Machine Products	Machinery	39	2016-12-05 00:00:00	14	61	2018-07-17 00:00:00	16	78	1.1174174549988423	0.9682116442269723	-6.665696965071582e-06	-0.012407602244683598	-0.35714601793963296	-0.14955667497432826	65
4660	ExOne (The ExOne Company)	Machinery	39	2016-12-31 00:00:00	88	774	2018-07-17 00:00:00	122	1535	40.93630987769871	0.9977926454638714	-1.0334177552805078e-05	-0.04467290785995686	-0.3210434368967757	-0.16072720732888393	65
4735	Titan Machinery	Machinery	39	2016-08-02 00:00:00	937	4353	2018-07-17 00:00:00	1206	6361	83.82054742052757	0.9736439798787673	1.5461486490939354e-05	0.1908292491029665	-0.2821616004831514	-0.08217934727712213	65
5003	The Toro Company	Machinery	39	2016-08-26 00:00:00	2340	22181	2018-07-17 00:00:00	2653	27439	215.13643170853663	0.9867799387724413	6.983065447500305e-06	0.18422631288359695	-0.16310147434012348	-0.10799616007366891	65
5018	Hyster-Yale Group	Machinery	39	2017-07-13 00:00:00	2524	15952	2018-07-17 00:00:00	2938	21559	496.14876749804046	0.9970890796142899	-1.9300340827813065e-06	-0.012172718459990487	0.0916838802896696	-0.13513656992490367	65
41	Ruth's Chris Steak House	Restaurants	17	2016-05-20 00:00:00	1705	4146	2018-07-17 00:00:00	2611	6345	82.39641529603503	0.9930194586121445	6.167610234965163e-06	0.1020454650395959	-0.393985109493901	-0.12045626885839344	62
112	Long John Silver's, LLC	Restaurants	17	2015-09-17 00:00:00	613	1116	2018-07-17 00:00:00	819	2698	43.97523173141702	0.9945885554464461	-3.177132457107963e-05	-0.2395198058395108	-0.44488893898607745	-0.17865302299877273	62
148	Noodles & Company	Restaurants	17	2016-09-06 00:00:00	1935	9529	2018-07-17 00:00:00	2789	12289	122.70037624091744	0.997069051097417	-7.726999171347899e-06	-0.08209881520229059	-0.3405868076860677	-0.14177002401861913	62
214	The Habit Burger Grill	Restaurants	17	2015-09-17 00:00:00	252	2554	2018-07-17 00:00:00	585	4374	53.13750669323888	0.9994933280106384	-9.551743619510787e-06	-0.1621175326749076	-0.43274993546910817	-0.14456910640091727	62
249	Dine Brands Global	Restaurants	17	2018-02-27 00:00:00	572	12753	2018-07-17 00:00:00	583	15235	525.2445310158953	0.9865287301924472	-0.0003982412038149379	-0.5849804679509669	0.19273978760934463	-0.7408026345058207	62
347	Luby's Inc.	Restaurants	17	2016-09-06 00:00:00	532	3140	2018-07-17 00:00:00	1043	5467	112.82605508899678	0.9943823722126345	-9.50179019238493e-06	-0.04999718495945157	-0.35366919385001816	-0.144492479913332	62
386	Wingstop Restaurants, Inc.	Restaurants	17	2017-07-05 00:00:00	1078	8780	2018-07-17 00:00:00	1698	13142	352.43622148917535	0.997276920942658	-4.6950332240715546e-05	-0.20890260837274777	-0.03621215782422046	-0.20193699188089287	62
602	Pizza Hut	Restaurants	17	2015-09-17 00:00:00	17307	44167	2018-07-17 00:00:00	34165	85132	1139.8219438650196	0.9978244737150251	-5.19158984282695e-06	-0.1525369994472842	1.00698705775915	-0.1378808111534849	62
607	Jack in the Box	Restaurants	17	2016-04-16 00:00:00	3813	15756	2018-03-07 00:00:00	6522	22748	296.33989703848306	0.9976957226527209	-5.048350472614964e-06	-0.06565572077169558	-0.11053359902015207	-0.1376610878941455	62
713	Applebee's	Restaurants	17	2015-11-17 00:00:00	2073	32809	2017-03-16 00:00:00	1425	41300	524.9503279135998	0.9997344458173641	-8.125986850304661e-06	-0.12261334367851402	0.19235000095610086	-0.1423820545876373	62
782	Bahama Breeze	Restaurants	17	2016-07-15 00:00:00	546	681	2018-07-17 00:00:00	863	1341	28.026588492348516	0.9988925518018572	-2.2823239068568786e-05	-0.13258512083431145	-0.4660191317795322	-0.16492703056701513	62
1013	Olive Garden	Restaurants	17	2016-07-15 00:00:00	9202	9009	2018-07-17 00:00:00	16205	18654	390.20910390808035	0.9978317166438768	-1.5670362455217445e-05	-0.11361030588445974	0.013832744172256809	-0.15395481419373538	62
1093	Del Taco LLC	Restaurants	17	2015-09-22 00:00:00	685	3381	2015-11-04 00:00:00	697	3491	77.72694831998977	0.998123006497466	-5.3937147050513044e-05	-0.03615655748144548	-0.40017163808868494	-0.2126544763276455	62
1167	Longhorn Steakhouse	Restaurants	17	2016-07-15 00:00:00	3673	6835	2018-07-17 00:00:00	5497	9932	124.69959853008048	0.9980802975111186	-1.2455981300343419e-06	-0.021902916101514017	-0.33793805871264376	-0.13182782335286863	62
1365	Chipotle Mexican Grill	Restaurants	17	2015-09-18 00:00:00	6243	40225	2018-07-17 00:00:00	13826	68538	748.0799910635907	0.9945209818720766	-1.9836716096726572e-06	-0.044712031885021326	0.4879721883499742	-0.13295999749143197	62
1367	Noodles &amp; Company	Restaurants	17	2016-11-03 00:00:00	2167	9768	2017-02-01 00:00:00	2245	10179	129.2643367445654	0.9934083084411448	0.005075168308274036	0.7273181631520476	-0.3318902841729613	7.655180787619763	62
1517	Applebee's Neighborhood Grill + Bar	Restaurants	17	2017-03-17 00:00:00	1424	41310	2018-07-17 00:00:00	1592	50468	549.8589679119805	0.9985888328052849	4.3584070511959246e-06	0.09615237063408243	0.22535120096408873	-0.12323151158500353	62
1539	Famous Dave's of America	Restaurants	17	2016-09-06 00:00:00	1308	4835	2018-07-17 00:00:00	1454	5434	23.87205154083131	0.993006179401074	-4.550019588720702e-06	-0.10606205778596493	-0.47152343490031723	-0.1368966689646522	62
1573	The Wendy's Company	Restaurants	17	2016-09-06 00:00:00	10777	28207	2018-07-17 00:00:00	10469	44140	691.9231193562886	0.9936388358371032	1.0043784733027957e-05	0.1403886494819464	0.41357052871877487	-0.11451037777256814	62
1713	Red Robin	Restaurants	17	2016-09-19 00:00:00	5150	21781	2018-07-17 00:00:00	8563	28950	320.02220253002974	0.9874575758164115	1.1862388033333866e-05	0.21920845138366102	-0.07915715694111397	-0.11172071565664807	62
